Training for 378151 steps ...
     78/378151: episode: 1, duration: 0.190s, episode steps:  78, steps per second: 410, episode reward: 23.793, mean reward:  0.305 [-0.005,  0.470], mean action: 15.397 [0.000, 31.000],  loss: --, mae: --, mean_q: --
 332477/378151: episode: 1396, duration: 2.919s, episode steps: 267, steps per second:  91, episode reward: 128.564, mean reward:  0.482 [ 0.087,  0.599], mean action: 13.052 [0.000, 31.000],  loss: 58.282829, mae: 148.989929, mean_q: 162.494263
 332744/378151: episode: 1397, duration: 2.993s, episode steps: 267, steps per second:  89, episode reward: 114.830, mean reward:  0.430 [ 0.087,  0.475], mean action: 15.618 [0.000, 31.000],  loss: 52.269142, mae: 148.992203, mean_q: 162.361542
 333011/378151: episode: 1398, duration: 2.927s, episode steps: 267, steps per second:  91, episode reward: 112.181, mean reward:  0.420 [ 0.133,  0.488], mean action: 15.352 [0.000, 31.000],  loss: 44.668346, mae: 149.292023, mean_q: 162.782684
 333278/378151: episode: 1399, duration: 2.998s, episode steps: 267, steps per second:  89, episode reward: 119.459, mean reward:  0.447 [ 0.133,  0.478], mean action: 16.330 [0.000, 31.000],  loss: 57.703827, mae: 149.020691, mean_q: 162.536087
 333545/378151: episode: 1400, duration: 3.008s, episode steps: 267, steps per second:  89, episode reward: 81.370, mean reward:  0.305 [ 0.116,  0.308], mean action: 22.828 [2.000, 30.000],  loss: 58.275417, mae: 149.174683, mean_q: 162.689575
 333812/378151: episode: 1401, duration: 2.932s, episode steps: 267, steps per second:  91, episode reward: 132.817, mean reward:  0.497 [ 0.087,  0.642], mean action: 14.532 [0.000, 31.000],  loss: 36.104168, mae: 149.302139, mean_q: 162.806473
 334079/378151: episode: 1402, duration: 2.971s, episode steps: 267, steps per second:  90, episode reward: 141.747, mean reward:  0.531 [-0.005,  0.653], mean action: 14.416 [0.000, 31.000],  loss: 55.999165, mae: 149.243301, mean_q: 162.967743
 334346/378151: episode: 1403, duration: 2.964s, episode steps: 267, steps per second:  90, episode reward: 64.621, mean reward:  0.242 [-0.005,  0.459], mean action: 16.097 [0.000, 31.000],  loss: 62.174355, mae: 148.760284, mean_q: 162.346588
 334613/378151: episode: 1404, duration: 2.977s, episode steps: 267, steps per second:  90, episode reward: 36.704, mean reward:  0.137 [-0.005,  0.290], mean action: 16.315 [0.000, 31.000],  loss: 54.635513, mae: 148.074753, mean_q: 161.516617
 334880/378151: episode: 1405, duration: 2.957s, episode steps: 267, steps per second:  90, episode reward: 99.145, mean reward:  0.371 [ 0.087,  0.432], mean action: 11.225 [0.000, 31.000],  loss: 48.935333, mae: 148.073685, mean_q: 161.409058
 335147/378151: episode: 1406, duration: 2.991s, episode steps: 267, steps per second:  89, episode reward: 108.287, mean reward:  0.406 [ 0.116,  0.473], mean action: 17.195 [0.000, 31.000],  loss: 56.215244, mae: 148.259750, mean_q: 161.765472
 335414/378151: episode: 1407, duration: 2.978s, episode steps: 267, steps per second:  90, episode reward: 105.339, mean reward:  0.395 [ 0.087,  0.478], mean action: 16.558 [0.000, 31.000],  loss: 49.722897, mae: 148.438629, mean_q: 161.733765
 335681/378151: episode: 1408, duration: 2.955s, episode steps: 267, steps per second:  90, episode reward: 111.843, mean reward:  0.419 [ 0.087,  0.477], mean action: 14.693 [0.000, 31.000],  loss: 52.573196, mae: 148.259781, mean_q: 161.521744
 335948/378151: episode: 1409, duration: 2.995s, episode steps: 267, steps per second:  89, episode reward: 153.847, mean reward:  0.576 [ 0.087,  0.651], mean action: 17.554 [0.000, 31.000],  loss: 47.420166, mae: 147.915771, mean_q: 161.079788
 336215/378151: episode: 1410, duration: 2.948s, episode steps: 267, steps per second:  91, episode reward: 64.353, mean reward:  0.241 [-0.005,  0.472], mean action: 14.607 [0.000, 31.000],  loss: 57.218750, mae: 147.465057, mean_q: 160.600800
 336482/378151: episode: 1411, duration: 2.991s, episode steps: 267, steps per second:  89, episode reward: 80.650, mean reward:  0.302 [-0.005,  0.399], mean action: 15.801 [0.000, 31.000],  loss: 58.556381, mae: 147.579178, mean_q: 160.840561
 336749/378151: episode: 1412, duration: 2.905s, episode steps: 267, steps per second:  92, episode reward: 76.446, mean reward:  0.286 [ 0.087,  0.320], mean action: 14.004 [0.000, 27.000],  loss: 55.496563, mae: 147.736862, mean_q: 161.214050
 337016/378151: episode: 1413, duration: 3.015s, episode steps: 267, steps per second:  89, episode reward: 56.398, mean reward:  0.211 [-0.005,  0.365], mean action: 15.015 [0.000, 31.000],  loss: 67.314766, mae: 147.412857, mean_q: 160.825256
 337283/378151: episode: 1414, duration: 2.916s, episode steps: 267, steps per second:  92, episode reward: 89.444, mean reward:  0.335 [-0.005,  0.636], mean action: 14.925 [0.000, 31.000],  loss: 39.389565, mae: 147.541016, mean_q: 160.790604
 337481/378151: episode: 1415, duration: 2.287s, episode steps: 198, steps per second:  87, episode reward: 80.565, mean reward:  0.407 [-0.005,  0.488], mean action: 14.641 [0.000, 31.000],  loss: 57.487858, mae: 147.284622, mean_q: 160.494751
 337748/378151: episode: 1416, duration: 2.920s, episode steps: 267, steps per second:  91, episode reward: 80.940, mean reward:  0.303 [-0.005,  0.341], mean action: 16.700 [0.000, 30.000],  loss: 36.516041, mae: 147.401337, mean_q: 160.493561
 338015/378151: episode: 1417, duration: 3.003s, episode steps: 267, steps per second:  89, episode reward: 79.261, mean reward:  0.297 [-0.005,  0.449], mean action: 14.315 [0.000, 31.000],  loss: 43.571606, mae: 147.752396, mean_q: 160.896271
 338282/378151: episode: 1418, duration: 2.918s, episode steps: 267, steps per second:  92, episode reward: 98.567, mean reward:  0.369 [-0.005,  0.464], mean action: 12.891 [0.000, 31.000],  loss: 40.566586, mae: 148.331573, mean_q: 161.586380
 338549/378151: episode: 1419, duration: 2.970s, episode steps: 267, steps per second:  90, episode reward: 71.765, mean reward:  0.269 [ 0.087,  0.308], mean action: 16.064 [0.000, 31.000],  loss: 36.289486, mae: 148.423767, mean_q: 161.511932
 338816/378151: episode: 1420, duration: 3.012s, episode steps: 267, steps per second:  89, episode reward: 86.513, mean reward:  0.324 [-0.005,  0.341], mean action: 15.974 [0.000, 31.000],  loss: 59.218662, mae: 147.920242, mean_q: 161.188583
 339083/378151: episode: 1421, duration: 2.933s, episode steps: 267, steps per second:  91, episode reward: 154.839, mean reward:  0.580 [ 0.137,  0.652], mean action: 13.869 [0.000, 30.000],  loss: 64.188690, mae: 148.081741, mean_q: 161.651474
 339350/378151: episode: 1422, duration: 3.009s, episode steps: 267, steps per second:  89, episode reward: 107.991, mean reward:  0.404 [ 0.137,  0.481], mean action: 15.640 [0.000, 31.000],  loss: 53.168575, mae: 147.992920, mean_q: 161.411697
 339617/378151: episode: 1423, duration: 2.937s, episode steps: 267, steps per second:  91, episode reward: 102.298, mean reward:  0.383 [ 0.087,  0.511], mean action: 15.311 [0.000, 31.000],  loss: 56.615959, mae: 147.812515, mean_q: 161.200577
 339884/378151: episode: 1424, duration: 2.964s, episode steps: 267, steps per second:  90, episode reward: 84.461, mean reward:  0.316 [ 0.137,  0.331], mean action: 10.517 [0.000, 28.000],  loss: 61.077122, mae: 147.655136, mean_q: 161.090439
 340151/378151: episode: 1425, duration: 2.942s, episode steps: 267, steps per second:  91, episode reward: 102.548, mean reward:  0.384 [-0.005,  0.477], mean action: 16.554 [1.000, 31.000],  loss: 41.299934, mae: 147.424545, mean_q: 160.704330
 340206/378151: episode: 1426, duration: 0.655s, episode steps:  55, steps per second:  84, episode reward: 14.366, mean reward:  0.261 [ 0.137,  0.306], mean action: 10.200 [0.000, 31.000],  loss: 30.833683, mae: 147.608704, mean_q: 161.184937
 340473/378151: episode: 1427, duration: 2.928s, episode steps: 267, steps per second:  91, episode reward: 106.196, mean reward:  0.398 [ 0.137,  0.455], mean action: 15.094 [1.000, 31.000],  loss: 51.512203, mae: 147.615463, mean_q: 161.034698
 340740/378151: episode: 1428, duration: 2.999s, episode steps: 267, steps per second:  89, episode reward: 120.230, mean reward:  0.450 [ 0.116,  0.492], mean action: 15.345 [0.000, 31.000],  loss: 56.909924, mae: 147.523209, mean_q: 160.678802
 341007/378151: episode: 1429, duration: 2.955s, episode steps: 267, steps per second:  90, episode reward: 109.279, mean reward:  0.409 [-0.005,  0.615], mean action: 13.161 [0.000, 31.000],  loss: 53.053970, mae: 147.839066, mean_q: 161.174805
 341019/378151: episode: 1430, duration: 0.193s, episode steps:  12, steps per second:  62, episode reward:  3.178, mean reward:  0.265 [ 0.137,  0.319], mean action: 17.750 [2.000, 30.000],  loss: 85.985931, mae: 148.530258, mean_q: 162.225876
 341286/378151: episode: 1431, duration: 2.906s, episode steps: 267, steps per second:  92, episode reward: 91.141, mean reward:  0.341 [ 0.116,  0.382], mean action: 15.461 [0.000, 31.000],  loss: 52.986126, mae: 147.258347, mean_q: 160.661545
 341553/378151: episode: 1432, duration: 3.007s, episode steps: 267, steps per second:  89, episode reward: 82.254, mean reward:  0.308 [-0.005,  0.412], mean action: 15.022 [0.000, 31.000],  loss: 69.097847, mae: 146.719986, mean_q: 160.148712
 341820/378151: episode: 1433, duration: 2.940s, episode steps: 267, steps per second:  91, episode reward: 88.961, mean reward:  0.333 [-0.005,  0.449], mean action: 15.232 [0.000, 31.000],  loss: 45.892460, mae: 146.627289, mean_q: 160.206665
 342087/378151: episode: 1434, duration: 2.991s, episode steps: 267, steps per second:  89, episode reward: 93.205, mean reward:  0.349 [-0.005,  0.449], mean action: 12.824 [0.000, 31.000],  loss: 51.996819, mae: 146.701233, mean_q: 159.955597
 342354/378151: episode: 1435, duration: 2.952s, episode steps: 267, steps per second:  90, episode reward: 101.075, mean reward:  0.379 [-0.005,  0.440], mean action: 17.775 [0.000, 31.000],  loss: 59.565052, mae: 146.045685, mean_q: 159.274017
 342621/378151: episode: 1436, duration: 2.974s, episode steps: 267, steps per second:  90, episode reward: 86.030, mean reward:  0.322 [-0.005,  0.428], mean action: 13.037 [0.000, 31.000],  loss: 62.295677, mae: 146.117828, mean_q: 159.381638
 342888/378151: episode: 1437, duration: 2.995s, episode steps: 267, steps per second:  89, episode reward: 62.132, mean reward:  0.233 [-0.005,  0.295], mean action: 14.596 [0.000, 31.000],  loss: 54.349648, mae: 146.058212, mean_q: 159.437561
 343155/378151: episode: 1438, duration: 2.953s, episode steps: 267, steps per second:  90, episode reward: 96.260, mean reward:  0.361 [-0.005,  0.462], mean action: 17.262 [0.000, 31.000],  loss: 60.039070, mae: 145.988815, mean_q: 159.444229
 343422/378151: episode: 1439, duration: 2.995s, episode steps: 267, steps per second:  89, episode reward: 64.214, mean reward:  0.241 [-0.005,  0.423], mean action: 15.176 [0.000, 31.000],  loss: 59.554554, mae: 146.237274, mean_q: 159.778000
 343691/378151: episode: 1440, duration: 2.957s, episode steps: 269, steps per second:  91, episode reward: 104.255, mean reward:  0.388 [ 0.087,  0.418], mean action: 19.818 [0.000, 31.000],  loss: 57.704601, mae: 145.845596, mean_q: 159.144424
 343958/378151: episode: 1441, duration: 2.977s, episode steps: 267, steps per second:  90, episode reward: 142.326, mean reward:  0.533 [ 0.087,  0.654], mean action: 16.689 [0.000, 31.000],  loss: 55.566193, mae: 145.800446, mean_q: 159.262787
 344225/378151: episode: 1442, duration: 2.937s, episode steps: 267, steps per second:  91, episode reward: 103.644, mean reward:  0.388 [-0.005,  0.475], mean action: 16.015 [0.000, 31.000],  loss: 53.520561, mae: 145.845154, mean_q: 159.374496
 344492/378151: episode: 1443, duration: 2.986s, episode steps: 267, steps per second:  89, episode reward: 108.688, mean reward:  0.407 [ 0.073,  0.491], mean action: 15.543 [0.000, 31.000],  loss: 31.408888, mae: 146.416748, mean_q: 159.675629
 344759/378151: episode: 1444, duration: 3.006s, episode steps: 267, steps per second:  89, episode reward: 84.058, mean reward:  0.315 [-0.005,  0.425], mean action: 13.768 [0.000, 31.000],  loss: 57.466480, mae: 146.042603, mean_q: 159.653152
 345026/378151: episode: 1445, duration: 2.965s, episode steps: 267, steps per second:  90, episode reward: 104.782, mean reward:  0.392 [-0.005,  0.490], mean action: 15.202 [0.000, 31.000],  loss: 48.851894, mae: 146.196487, mean_q: 159.634064
 345293/378151: episode: 1446, duration: 2.968s, episode steps: 267, steps per second:  90, episode reward: 73.788, mean reward:  0.276 [-0.005,  0.465], mean action: 16.536 [0.000, 31.000],  loss: 52.547169, mae: 146.075760, mean_q: 159.583130
 345560/378151: episode: 1447, duration: 2.958s, episode steps: 267, steps per second:  90, episode reward: 94.615, mean reward:  0.354 [-0.005,  0.428], mean action: 14.041 [0.000, 31.000],  loss: 66.770538, mae: 145.847000, mean_q: 158.966599
 345827/378151: episode: 1448, duration: 2.979s, episode steps: 267, steps per second:  90, episode reward: 94.692, mean reward:  0.355 [-0.005,  0.469], mean action: 16.041 [0.000, 31.000],  loss: 31.432438, mae: 146.467697, mean_q: 159.659393
 346094/378151: episode: 1449, duration: 2.944s, episode steps: 267, steps per second:  91, episode reward: 107.902, mean reward:  0.404 [-0.005,  0.464], mean action: 17.285 [0.000, 31.000],  loss: 52.138100, mae: 146.753143, mean_q: 160.102417
 346361/378151: episode: 1450, duration: 2.991s, episode steps: 267, steps per second:  89, episode reward: 114.408, mean reward:  0.428 [ 0.087,  0.461], mean action: 14.813 [0.000, 31.000],  loss: 45.736401, mae: 147.085449, mean_q: 160.463364
 346630/378151: episode: 1451, duration: 3.012s, episode steps: 269, steps per second:  89, episode reward: 97.290, mean reward:  0.362 [-0.005,  0.636], mean action: 13.922 [0.000, 31.000],  loss: 36.837463, mae: 147.626556, mean_q: 161.096664
 346897/378151: episode: 1452, duration: 2.939s, episode steps: 267, steps per second:  91, episode reward: 103.359, mean reward:  0.387 [ 0.087,  0.448], mean action: 15.888 [0.000, 31.000],  loss: 36.347813, mae: 147.608170, mean_q: 160.838837
 347164/378151: episode: 1453, duration: 3.005s, episode steps: 267, steps per second:  89, episode reward: 89.119, mean reward:  0.334 [-0.005,  0.478], mean action: 14.625 [0.000, 31.000],  loss: 39.884209, mae: 147.513672, mean_q: 160.907761
 347431/378151: episode: 1454, duration: 2.926s, episode steps: 267, steps per second:  91, episode reward: 134.075, mean reward:  0.502 [-0.005,  0.646], mean action: 15.648 [0.000, 31.000],  loss: 38.125256, mae: 147.751312, mean_q: 161.055801
 347698/378151: episode: 1455, duration: 2.982s, episode steps: 267, steps per second:  90, episode reward: 151.805, mean reward:  0.569 [ 0.116,  0.650], mean action: 14.169 [0.000, 31.000],  loss: 45.344849, mae: 148.016983, mean_q: 161.288116
 347965/378151: episode: 1456, duration: 2.900s, episode steps: 267, steps per second:  92, episode reward: 159.907, mean reward:  0.599 [-0.005,  0.644], mean action: 16.112 [0.000, 31.000],  loss: 40.455780, mae: 148.335327, mean_q: 161.660721
 348176/378151: episode: 1457, duration: 2.397s, episode steps: 211, steps per second:  88, episode reward: 116.048, mean reward:  0.550 [-0.005,  0.645], mean action: 15.365 [0.000, 30.000],  loss: 69.671608, mae: 147.938263, mean_q: 161.431458
 348445/378151: episode: 1458, duration: 2.934s, episode steps: 269, steps per second:  92, episode reward: 133.553, mean reward:  0.496 [-0.005,  0.654], mean action: 15.405 [0.000, 31.000],  loss: 71.312019, mae: 146.784149, mean_q: 160.409439
 348712/378151: episode: 1459, duration: 3.009s, episode steps: 267, steps per second:  89, episode reward: 63.160, mean reward:  0.237 [-0.005,  0.294], mean action: 15.060 [0.000, 31.000],  loss: 56.438656, mae: 146.991653, mean_q: 160.587662
 348979/378151: episode: 1460, duration: 2.891s, episode steps: 267, steps per second:  92, episode reward: 147.988, mean reward:  0.554 [ 0.087,  0.650], mean action: 14.869 [0.000, 31.000],  loss: 50.108681, mae: 147.223221, mean_q: 160.513260
 349246/378151: episode: 1461, duration: 2.981s, episode steps: 267, steps per second:  90, episode reward: 113.119, mean reward:  0.424 [ 0.079,  0.484], mean action: 17.228 [0.000, 31.000],  loss: 46.544350, mae: 147.547806, mean_q: 160.927246
 349513/378151: episode: 1462, duration: 2.954s, episode steps: 267, steps per second:  90, episode reward: 99.821, mean reward:  0.374 [ 0.049,  0.431], mean action: 15.951 [0.000, 31.000],  loss: 41.925598, mae: 147.530716, mean_q: 160.836914
 349614/378151: episode: 1463, duration: 1.164s, episode steps: 101, steps per second:  87, episode reward: 30.301, mean reward:  0.300 [ 0.087,  0.377], mean action: 16.505 [0.000, 31.000],  loss: 30.562168, mae: 147.702728, mean_q: 161.125610
